Year,DOY,TEA_T,ET
2005,69,0.359178343,0.497190773
2005,70,0.295204937,0.608179609
2005,71,0.134524288,0.440093182
2005,72,0.286389077,0.396072112
2005,73,,0.306488559
2005,74,0.043019191,0.45308118
2005,75,0.1656446,0.19332994
2005,76,0.244530405,0.337712879
2005,77,0.191208733,0.191208733
2005,78,0.182461162,0.360130634
2005,79,0.269039062,0.357555641
2005,80,0.297550218,0.359940993
2005,81,0.280789779,0.314052974
2005,82,0.285324733,0.285324733
2005,83,0.327010635,0.359903139
2005,84,0.201926521,0.219290807
2005,85,0.304303781,0.511824898
2005,86,0.223115059,0.255524666
2005,87,0.268734279,0.311508321
2005,88,0.242150513,0.253644278
2005,89,0.275122453,0.346204737
2005,90,0.07855101,0.385451201
2005,91,0.070408178,0.070408178
2005,92,0.217920717,0.276448717
2005,93,0.220147378,0.324899555
2005,94,0.264138185,0.272653451
2005,95,0.085984567,0.298161274
2005,96,0.180042151,0.189315832
2005,97,0.200362749,0.316426566
2005,98,0.387145345,0.512138811
2005,99,0.158797261,0.295700774
2005,100,0.234882465,0.276955473
2005,101,0.113711961,0.244781288
2005,102,0.216867188,0.242519193
2005,103,0.180770508,0.246788461
2005,104,0.167390363,0.382024156
2005,105,0.159650073,0.255516359
2005,106,0.208920103,0.362812753
2005,107,0.208498301,0.261568381
2005,108,0.197088565,0.197088565
2005,109,0.238850028,0.238850028
2005,110,0.294215783,0.353437218
2005,111,0.270273671,0.328964896
2005,112,0.273113071,0.290128441
2005,113,0.227291241,0.599989946
2005,114,0.134607736,1.865609923
2005,115,0.434907559,0.610143446
2005,116,0.353071513,0.522562717
2005,117,0.37298599,0.525356707
2005,118,0.317350239,0.345200058
2005,119,0.3244804,0.495895552
2005,120,0.182719513,0.238089407
2005,121,0.220237572,0.525752582
2005,122,0.212854059,0.45504825
2005,123,0.131409927,0.39637935
2005,124,0.265741856,0.508674882
2005,125,0.545044351,0.691694736
2005,126,0.499767585,0.572093794
2005,127,0.535090658,0.676845389
2005,128,0.55664279,0.582183538
2005,129,0.71570462,0.762214863
2005,130,0.890467136,0.98413803
2005,131,0.593296394,0.629761157
2005,132,0.687631577,0.924699408
2005,133,0.956037768,1.071315411
2005,134,1.281753428,1.367345708
2005,135,1.386600876,1.569800939
2005,136,1.522366832,1.716323313
2005,137,1.616907928,1.698464712
2005,138,1.384425305,2.793996454
2005,139,1.613381213,2.892143121
2005,140,1.720558296,2.99016544
2005,141,2.253730197,3.298184601
2005,142,2.572867214,2.902291117
2005,143,2.086971598,2.675510937
2005,144,1.208538625,2.859186502
2005,145,1.343189233,3.147664827
2005,146,1.832038756,2.095545692
2005,147,1.840409369,2.055514622
2005,148,1.09786774,2.392950166
2005,149,2.612901257,3.270072143
2005,150,3.148142991,3.446470451
2005,151,2.943698208,3.162245355
2005,152,2.93157864,2.93157864
2005,153,1.940540273,1.940540273
2005,154,2.434781621,2.434781621
2005,155,2.921533958,3.059138942
2005,156,2.640827921,2.814540446
2005,157,2.717800394,3.005568597
2005,158,2.913228176,3.06844558
2005,159,2.86878521,3.078284133
2005,160,2.846782075,3.025564764
2005,161,2.852386976,3.194478198
2005,162,2.776041874,2.977746525
2005,163,3.11088755,3.320877881
2005,164,2.950132832,3.202941665
2005,165,2.160241866,2.427591102
2005,166,2.982252999,3.262506561
2005,167,3.603375625,3.743139911
2005,168,3.508072062,3.849052828
2005,169,3.514654965,3.717587572
2005,170,2.855587061,3.032954208
2005,171,2.289409591,2.677250957
2005,172,2.836698656,3.104641549
2005,173,3.635885185,3.929752172
2005,174,3.519433015,3.823631729
2005,175,3.264758972,3.628275868
2005,176,3.417211181,3.764507434
2005,177,3.826136468,4.058948418
2005,178,3.328900116,3.462135131
2005,179,2.89004878,3.505959787
2005,180,3.07730648,3.563651865
2005,181,3.134934183,3.42925079
2005,182,3.84133838,4.143829513
2005,183,3.689303613,4.211965484
2005,184,3.872927612,4.260776934
2005,185,3.939008493,4.359964903
2005,186,3.466624033,3.531293286
2005,187,4.005218011,4.125849307
2005,188,3.726005466,4.119901333
2005,189,3.503289045,4.059324483
2005,190,4.219779305,4.507098064
2005,191,4.136290889,4.398125843
2005,192,4.157562803,4.504049858
2005,193,2.652467116,2.961431586
2005,194,2.915838457,3.067068831
2005,195,3.47015424,4.249665097
2005,196,3.803204779,4.377667781
2005,197,3.78793294,4.14234587
2005,198,3.353659324,4.044468774
2005,199,3.699624475,4.495601403
2005,200,2.520818007,5.164269638
2005,201,3.719069092,4.376215003
2005,202,2.984850259,4.636863665
2005,203,2.664833368,2.965281279
2005,204,2.14688659,3.487357966
2005,205,2.452411587,3.99053893
2005,206,3.168648866,6.077597783
2005,207,4.079081989,4.850325002
2005,208,2.338109017,4.556794339
2005,209,3.218207847,3.838655744
2005,210,2.195975765,2.522812845
2005,211,2.351691749,3.532609466
2005,212,2.476207145,4.315316149
2005,213,3.339873816,4.624826371
2005,214,2.078199399,2.584805354
2005,215,3.579141032,4.109559143
2005,216,3.798215633,4.562632638
2005,217,2.773651494,2.908955546
2005,218,2.808583313,3.619946825
2005,219,2.559557733,3.98765015
2005,220,3.122347351,4.773453592
2005,221,2.410864603,5.005270108
2005,222,2.436075735,3.201016987
2005,223,3.501044258,4.576224821
2005,224,1.880401487,3.239828036
2005,225,1.847813506,3.667398624
2005,226,1.212119264,2.587848598
2005,227,4.027379501,5.336709566
2005,228,4.147330109,4.811636235
2005,229,4.0188245,4.822522036
2005,230,,5.017233765
2005,231,2.692159098,5.395468434
2005,232,4.675336658,5.697022764
2005,233,4.136191161,4.641193495
2005,234,4.226266833,4.643334179
2005,235,1.278854474,2.310488614
2005,236,2.58623795,3.649350822
2005,237,4.354170565,5.552647726
2005,238,4.313870882,4.996431478
2005,239,4.201747969,5.110812369
2005,240,4.268072814,5.020324697
2005,241,4.25073936,4.741320267
2005,242,4.083337638,4.814194968
2005,243,3.892271936,4.243158131
2005,244,2.111977399,3.044626409
2005,245,3.904654553,5.1173177
2005,246,2.026102012,2.540080771
2005,247,3.423545573,3.583468194
2005,248,2.808899511,3.404126543
2005,249,3.163232081,4.612616704
2005,250,3.303464232,3.825519794
2005,251,1.677306557,3.596942479
2005,252,2.493696334,4.445355478
2005,253,2.740228981,4.619279235
2005,254,4.315379274,4.953550222
2005,255,4.42340366,5.012822816
2005,256,4.222796606,5.001827495
2005,257,3.996477756,4.535832212
2005,258,3.506750112,3.836266889
2005,259,3.584135023,3.874084973
2005,260,3.415319246,3.753720022
2005,261,3.299886394,3.433086552
2005,262,0.865432851,1.281699772
2005,263,3.397162624,3.825677276
2005,264,3.018891697,3.188129295
2005,265,3.006222209,3.245218141
2005,266,3.620251807,3.794754977
2005,267,3.442021197,3.765391232
2005,268,3.158522381,3.353597055
2005,269,2.853168495,3.04698249
2005,270,2.760420795,2.874698655
2005,271,3.034046266,3.261537449
2005,272,3.173666211,3.400067666
2005,273,3.001916014,3.15089377
2005,274,2.33122429,2.805711606
2005,275,2.657805838,3.020270244
2005,276,2.627466751,3.171192805
2005,277,2.74073441,3.016337133
2005,278,2.562598414,2.929144182
2005,279,1.83221766,1.8505178
2005,280,2.311456061,2.619309449
2005,281,2.760742897,2.945257503
2005,282,2.271669658,2.666682045
2005,283,2.397602551,2.537447641
2005,284,1.981161711,2.054737877
2005,285,1.806287346,1.903382333
2005,286,1.209998868,1.943682113
2005,287,1.22725395,1.540313387
2005,288,0.832905964,2.689394537
2005,289,1.589739504,2.654342679
2005,290,1.95454896,2.382372544
2005,291,2.074735256,2.297736918
2005,292,1.68658592,1.978027376
2005,293,1.912196206,2.26059285
2005,294,1.846682423,2.079085172
2005,295,1.794825487,1.995974088
2005,296,1.590417717,1.728561094
2005,297,1.342156087,1.416203414
2005,298,1.616082643,1.743904343
2005,299,1.38577754,1.582618461
2005,300,1.370577356,1.436144786
2005,301,1.551618317,1.574443525
2005,302,1.312146544,1.407900978
2005,303,1.223145679,1.342458689
2005,304,1.025240367,1.229893693
2005,305,1.121219861,1.201913593
2005,306,1.266304079,1.405843315
2005,307,1.135371817,1.233067989
2005,308,1.235189478,1.357090464
2005,309,1.121129248,1.294571758
2005,310,1.140840242,1.235410281
2005,311,1.188530461,1.339610478
2005,312,1.055965015,1.110931768
2005,313,1.065162668,1.1901017
2005,314,1.116245638,1.239096761
2005,315,1.129529055,1.350157697
2005,316,0.767026422,0.893522792
2005,317,0.590015307,0.615877513
2005,318,0.715453661,0.798572824
2005,319,0.810791954,0.936967978
2005,320,0.388139588,0.417140316
2005,321,0.340630351,0.457577011
2005,322,0.304646021,0.336774343
2005,323,0.129105024,0.163495993
2005,324,0.194457641,0.229336514
2005,325,0.166459937,0.194761767
2005,326,0.116591002,0.15090167
2005,327,0.081496055,0.150266396
2005,328,0.088751835,0.140719338
2005,329,0.060175379,0.151720373
2005,330,0.139266058,0.139266058
2005,331,0.011187425,0.283339496
2005,332,0.029134163,0.13542896
2005,333,0.071865301,0.071865301
2005,334,-0.064666654,-0.064666654
2005,335,0.109270068,0.121937238
2005,336,0.124324632,0.147950565
2005,337,0.057995926,0.065615716
2005,338,0.050512001,0.123131267
2005,339,0.090341026,0.130680902
2005,340,0.077512323,0.087159173
2005,341,0.078862512,0.082810615
2005,342,0.036402067,0.036402067
2005,343,0.055253374,0.057274966
2005,344,0.059959209,0.059959209
2005,345,0.046524696,0.049581885
2005,346,0.040936042,0.040936042
2005,347,0.043918144,1.112462918
2005,348,0.110923282,0.666118243
2005,349,0.114953476,0.370169813
2005,350,0.142380055,0.410185847
2005,351,0.114833869,0.181688446
2005,352,0.143870552,0.143870552
2005,353,0.107846874,0.207120305
2005,354,0.140976988,0.265759114
2005,355,0.135369735,0.158375931
2005,356,0.136033639,0.15610735
2005,357,0.066974254,0.066974254
2005,358,0.081209594,0.081209594
2005,359,0.09363253,0.113944484
2005,360,0.113500965,0.157154949
2005,361,0.043070846,0.104873774
2005,362,0.060693461,0.101659846
2005,363,0.081225448,0.136014802
2005,364,0.109393752,0.149160087
2005,365,0.065836998,0.065836998
2006,1,0.073602951,0.199561887
2006,2,0.067277079,0.067277079
2006,3,0.015757458,0.067393597
2006,4,0.057827085,0.110699057
2006,5,0.068770171,0.068770171
2006,6,0.082162652,0.082162652
2006,7,0.082059367,0.121804778
2006,8,0.037421452,0.101506552
2006,9,0.024956405,0.075986996
2006,10,0.073284411,0.1132382
2006,11,0.068160996,0.084551532
2006,12,0.046987402,0.046987402
2006,13,0.09509013,0.09509013
2006,14,0.069595477,0.114246484
2006,15,0.056334078,0.062831669
2006,16,0.004512237,0.017092118
2006,17,0.076401743,0.198524474
2006,18,0.093578521,0.093578521
2006,19,0.040711632,0.040711632
2006,20,0.048820075,0.081519698
2006,21,0.077642139,0.077642139
2006,22,0.070254709,0.070254709
2006,23,0.012394081,0.012394081
2006,24,0.00889885,0.00889885
2006,25,0.177198307,0.887333057
2006,26,0.139011617,0.201764879
2006,27,0.182032301,0.263157327
2006,28,0.086300198,0.146788144
2006,29,0.046435115,0.116833076
2006,30,0.110379333,0.110379333
2006,31,0.080355777,0.136223669
2006,32,0.033892985,0.033892985
2006,33,0.065254168,0.065254168
2006,34,0.075357584,0.18247858
2006,35,0.129386397,0.129386397
2006,36,0.056389468,0.07449603
2006,37,0.111805666,0.129511518
2006,38,0.061797805,0.08745245
2006,39,0.083093092,0.106000747
2006,40,-0.075804445,-0.075804445
2006,41,0.043888452,0.429897426
2006,42,0.016289754,0.209637667
2006,43,0.103593031,0.12264147
2006,44,0.077089499,0.124644135
2006,45,0.082452059,0.082452059
2006,46,0.141769862,0.141769862
2006,47,0.053021589,0.121873011
2006,48,0.081586788,0.162521003
2006,49,0.04996181,1.53654397
2006,50,0.126753436,0.622863372
2006,51,0.175223235,0.355708451
2006,52,0.116716963,0.258202843
2006,53,0.094528454,0.125927854
2006,54,0.114280976,0.114280976
2006,55,0.173499194,0.427226609
2006,56,0.135618673,0.173384412
2006,57,0.064466114,0.077083328
2006,58,0.049394822,0.086728096
2006,59,0.042719762,0.042719762
2006,60,0.023325201,0.031304329
2006,61,0.190761378,0.237302697
2006,62,0.015653799,0.015653799
2006,63,0.068457997,0.268021849
2006,64,0.133390361,0.134778996
2006,65,0.109715701,0.182980096
2006,66,0.188372288,0.58755345
2006,67,0.049386993,0.204043226
2006,68,0.197425692,0.243902314
2006,69,0.072166264,0.072166264
2006,70,0.107700992,0.107700992
2006,71,0.034269151,1.200167097
2006,72,0.201006037,0.402240968
2006,73,0.238954252,0.251684795
2006,74,0.119215377,0.384132239
2006,75,0.143878852,0.149404411
2006,76,0.1136362,0.1136362
2006,77,0.064905205,0.064905205
2006,78,0.122752735,0.462966748
2006,79,0.084214891,1.28318063
2006,80,0.174305762,0.554233978
2006,81,0.041680028,0.386374516
2006,82,0.160177024,0.177211588
2006,83,0.178258774,0.190694023
2006,84,0.226517363,0.246352598
2006,85,0.133299983,0.203700755
2006,86,0.153359935,0.224959341
2006,87,0.036715641,0.098191505
2006,88,0.081021268,0.081021268
2006,89,0.0441218,0.423887011
2006,90,0.205741915,0.207128865
2006,91,0.172937886,0.211835016
2006,92,0.169489154,0.285730405
2006,93,0.099720372,0.099720372
2006,94,0.10719973,0.107642826
2006,95,0.202107554,0.204841489
2006,96,0.093917753,0.238211055
2006,97,0.122577155,0.16509034
2006,98,0.149661007,0.209844004
2006,99,0.126774182,0.217941076
2006,100,-0.077011279,-0.077011279
2006,101,0.274560901,0.623605702
2006,102,0.102028144,0.254267189
2006,103,0.071711665,0.228735304
2006,104,0.10143152,0.210918449
2006,105,0.279723327,0.373408875
2006,106,0.122489103,0.247948743
2006,107,0.155268872,0.302139356
2006,108,0.114885215,0.2077482
2006,109,0.222789591,0.291219841
2006,110,0.147881696,0.309216942
2006,111,0.22154774,0.232260886
2006,112,0.252289553,0.301465363
2006,113,0.332902727,0.352088336
2006,114,0.190236436,0.242438173
2006,115,0.307901542,0.378549568
2006,116,0.281368606,0.281368606
2006,117,0.218647845,0.218647845
2006,118,0.18911321,0.18911321
2006,119,0.209212861,0.364655809
2006,120,0.242579374,0.391136259
2006,121,0.351275332,0.420731169
2006,122,0.517348598,0.614236782
2006,123,0.623947434,0.66438042
2006,124,0.698607783,0.763398764
2006,125,0.725881284,0.857194477
2006,126,0.752671948,0.851861737
2006,127,0.751744948,0.826284158
2006,128,0.937233424,1.101513962
2006,129,1.138173294,1.367513619
2006,130,1.153022079,1.312055356
2006,131,1.371458784,1.454900944
2006,132,1.49308051,1.683584168
2006,133,1.796624983,1.992206458
2006,134,1.72965665,1.990888172
2006,135,1.503124216,1.665766409
2006,136,2.133259489,2.39246079
2006,137,1.781410529,3.295569488
2006,138,2.151417695,3.041888339
2006,139,2.367980107,2.743620463
2006,140,2.484746095,2.930088416
2006,141,2.731426725,3.003688969
2006,142,3.097276885,3.299046258
2006,143,2.726503852,2.966334444
2006,144,2.720262162,3.003224788
2006,145,3.154791586,3.31483282
2006,146,3.185252976,3.337803102
2006,147,3.29253143,3.42897976
2006,148,3.297488199,3.433524649
2006,149,3.130100854,3.143199932
2006,150,3.140043205,3.140043205
2006,151,3.018460347,3.027769682
2006,152,2.458327653,2.645297212
2006,153,2.627355645,3.202635417
2006,154,3.122669568,3.58361244
2006,155,3.148334396,3.410298222
2006,156,3.993016011,4.610733019
2006,157,3.481813329,4.139237584
2006,158,3.236688605,4.407130599
2006,159,3.730636717,5.109687272
2006,160,3.763684271,4.376320489
2006,161,4.136781649,4.482073253
2006,162,4.076165458,4.285439073
2006,163,3.617531723,4.133306535
2006,164,3.086980312,3.270048764
2006,165,3.316807332,3.676620908
2006,166,4.189605864,4.515433116
2006,167,4.284865551,4.755396832
2006,168,3.655329969,3.780685859
2006,169,3.511442723,3.957941158
2006,170,3.616168148,3.67285636
2006,171,4.251490077,4.435262774
2006,172,2.413614026,3.778708119
2006,173,2.972023227,5.253873144
2006,174,4.700572746,5.340275446
2006,175,3.646799923,4.464232336
2006,176,3.561715186,4.098351392
2006,177,3.003723975,3.463352824
2006,178,3.246614114,3.599826754
2006,179,3.227640764,3.76616894
2006,180,3.228210071,3.60797799
2006,181,2.556425726,4.553373325
2006,182,3.472070464,4.280887038
2006,183,4.111705749,4.538910711
2006,184,3.359178336,3.942701053
2006,185,3.674899507,3.910664315
2006,186,1.386813545,5.364246609
2006,187,3.292140731,4.523371599
2006,188,1.926334206,4.889804405
2006,189,2.486858919,5.242683182
2006,190,3.486713854,4.280783207
2006,191,4.133624256,4.76757915
2006,192,4.024437392,4.530399913
2006,193,3.942197769,4.566675546
2006,194,3.205041208,4.522972692
2006,195,4.112975292,4.836860092
2006,196,3.265699474,3.752177657
2006,197,3.418335663,3.933521812
2006,198,3.412299436,5.721108152
2006,199,3.203845462,4.198253899
2006,200,3.773399687,4.699743966
2006,201,2.699865687,6.327325135
2006,202,3.283843477,4.007194905
2006,203,3.44328437,3.83714654
2006,204,2.72642328,3.791636261
2006,205,3.203229711,3.981473116
2006,206,2.997505032,3.217346873
2006,207,3.399313651,3.797715317
2006,208,1.466700079,3.220157618
2006,209,3.783002123,4.758813548
2006,210,1.615017535,2.745928873
2006,211,2.093324625,4.073394519
2006,212,1.68342881,3.112912666
2006,213,3.315776478,5.719027696
2006,214,4.363515833,5.094918503
2006,215,1.111792923,1.475858708
2006,216,2.848102926,3.505376284
2006,217,4.474572484,5.974940336
2006,218,4.663077925,5.047091375
2006,219,3.763350167,4.103497578
2006,220,4.140394892,4.853847095
2006,221,3.679959201,4.002420103
2006,222,4.324260414,6.235502816
2006,223,2.657123241,3.169477274
2006,224,2.462910657,3.029096094
2006,225,1.246379131,3.127685677
2006,226,2.798914493,3.65709601
2006,227,1.488880064,2.7474594
2006,228,1.496501011,2.395116107
2006,229,2.793314924,3.539166529
2006,230,4.766028635,5.543411859
2006,231,3.209740175,4.405354471
2006,232,4.551052453,5.898091691
2006,233,2.535615846,3.255027241
2006,234,1.478644329,2.926165742
2006,235,4.996096983,5.83556828
2006,236,2.589580466,3.060396355
2006,237,2.844751556,3.987512653
2006,238,5.035402471,5.457191238
2006,239,5.021469977,5.736329933
2006,240,4.770827032,5.341615674
2006,241,3.410665084,3.558387151
2006,242,3.421506773,3.912756904
2006,243,3.877985755,4.498124932
2006,244,3.23446034,3.845133248
2006,245,3.147317346,3.537465354
2006,246,1.732255913,1.84056521
2006,247,1.550395573,2.543433643
2006,248,2.193441945,3.292090822
2006,249,3.539546382,4.743748372
2006,250,1.917874209,2.124555976
2006,251,3.03403441,3.933533591
2006,252,3.442913447,3.804901976
2006,253,4.014732842,4.339831673
2006,254,,
2006,255,,
2006,256,2.20353626,3.268131309
2006,257,2.52925322,3.281641657
2006,258,5.036902544,5.846627946
2006,259,3.846686598,4.381733816
2006,260,4.153749878,4.382559965
2006,261,3.562083682,3.960556867
2006,262,3.758697748,4.143517882
2006,263,2.748389611,2.927124304
2006,264,3.739091074,4.016364646
2006,265,3.693035472,4.047581391
2006,266,2.896435887,3.126603346
2006,267,2.431610828,2.612461692
2006,268,2.814218362,3.028035535
2006,269,2.79251379,3.343019747
2006,270,3.148586323,3.490359236
2006,271,3.028426401,3.286598464
2006,272,3.012857009,3.280309365
2006,273,2.95649935,3.302015544
2006,274,2.96614339,3.221531364
2006,275,2.588459465,2.704280333
2006,276,2.604056198,2.845087602
2006,277,2.305047224,2.508746571
2006,278,2.338471979,2.572575627
2006,279,0.612744453,1.883957091
2006,280,2.548515066,3.46588033
2006,281,2.243263495,2.617614505
2006,282,1.098152746,2.57737432
2006,283,1.79777115,2.67906219
2006,284,1.823415913,2.271236637
2006,285,2.237530868,2.490102124
2006,286,2.043605828,2.25648271
2006,287,1.557701831,1.884558361
2006,288,1.260768515,1.508375634
2006,289,1.534728308,1.654332212
2006,290,1.909372363,2.074032601
2006,291,1.611180506,1.828952996
2006,292,1.151875098,1.260928151
2006,293,1.486373676,1.588222329
2006,294,1.572300534,1.756371531
2006,295,1.496079917,1.554096887
2006,296,0.892052833,1.001638297
2006,297,0.595016149,1.501251086
2006,298,1.484480897,1.830137311
2006,299,1.490070652,1.881213442
2006,300,0.728617332,0.792518355
2006,301,0.692572469,0.809309355
2006,302,0.588718705,0.637954476
2006,303,1.12784767,1.354914213
2006,304,0.895930924,1.097808715
2006,305,0.906733912,1.135797104
2006,306,0.87240811,0.896631648
2006,307,0.895614952,1.0716803
2006,308,0.853559103,0.989567807
2006,309,0.827142497,0.979832181
2006,310,0.770389752,0.824329538
2006,311,0.729568168,0.847354
2006,312,0.919168505,1.044523597
2006,313,0.815433963,0.938127812
2006,314,0.56595368,0.726183552
2006,315,0.722677363,0.822832402
2006,316,0.711987324,0.775596185
2006,317,0.532168177,0.666410552
2006,318,0.56837266,0.699502566
2006,319,0.444382224,0.548800441
2006,320,0.340716466,0.340716466
2006,321,0.378726044,0.417827616
2006,322,0.382234559,0.434498547
2006,323,0.338528202,0.348146162
2006,324,0.306165973,0.399555961
2006,325,0.342527272,0.347075537
2006,326,0.284152442,0.485050604
2006,327,0.34771436,0.463768804
2006,328,0.317814036,0.378816458
2006,329,0.24709954,0.279419666
2006,330,0.138912276,0.138912276
2006,331,0.33038558,0.348315662
2006,332,0.240240247,0.25110208
2006,333,0.159584107,0.232069746
2006,334,0.097028672,0.124562184
2006,335,0.089869903,0.16222665
2006,336,0.057511101,0.099032339
2006,337,0.003060447,0.003060447
2006,338,0.04820908,0.04820908
2006,339,0.07034293,0.07034293
2006,340,0.103391586,0.120504882
2006,341,-0.004694042,-0.004694042
2006,342,-0.06975472,-0.06975472
2006,343,0.05492523,0.09023081
2006,344,0.175182403,0.175182403
2006,345,0.098253094,0.155025658
2006,346,0.093930478,0.129263934
2006,347,0.066875618,0.112111427
2006,348,0.039562284,0.039562284
2006,349,0.084235688,0.084235688
2006,350,0.112089992,0.112089992
2006,351,-0.04876199,-0.04876199
2006,352,0.080347439,0.080347439
2006,353,0.056535288,0.056535288
2006,354,0.158776767,0.244287611
2006,355,0.12456691,0.12456691
2006,356,0.114030731,0.118758758
2006,357,0.171450342,0.293629947
2006,358,0.136785639,0.140527686
2006,359,0.128185716,0.15050444
2006,360,0.143642655,0.14716433
2006,361,0.111098332,0.129022102
2006,362,0.024000132,0.590114472
2006,363,0.040042925,0.795467687
2006,364,0.11574876,0.515937909
2006,365,0.192634277,0.371939768
2007,1,0.046235597,0.244935785
2007,2,0.120235996,0.23905444
2007,3,0.053907106,0.297260994
2007,4,0.089006727,0.277717172
2007,5,0.060761603,0.168397887
2007,6,0.032917216,0.76542366
2007,7,0.097658357,0.271662725
2007,8,0.087544537,0.319224763
2007,9,0.114261808,0.215363543
2007,10,0.055366292,0.110805678
2007,11,0.021062071,1.039139536
2007,12,0.075867192,0.546899741
2007,13,0.039055325,0.531070375
2007,14,0.020659294,0.321565079
2007,15,0.062685963,0.146958448
2007,16,0.008133137,0.008133137
2007,17,0.115844289,0.115844289
2007,18,0.119957711,0.126866552
2007,19,0.089934162,1.587932975
2007,20,0.110435153,1.585565235
2007,21,0.076839061,0.444194134
2007,22,0.027289425,0.62550049
2007,23,0.076542319,0.903507358
2007,24,0.096317578,0.610671915
2007,25,0.046796841,0.325716156
2007,26,0.052361236,0.477564474
2007,27,0.108901451,0.476731095
2007,28,0.098115787,0.408686789
2007,29,0.101165574,0.466959165
2007,30,0.025548794,0.569039992
2007,31,0.037306793,0.914287084
2007,32,0.024754715,0.658679445
2007,33,0.018364515,0.4599564
2007,34,0.093377925,0.415020283
2007,35,0.115848338,0.446180188
2007,36,0.26944879,0.387189132
2007,37,0.234650769,0.325616591
2007,38,0.22399129,0.292828827
2007,39,0.111163646,0.192181347
2007,40,0.12777876,0.255281553
2007,41,0.163962004,0.238927043
2007,42,0.028892503,0.142041558
2007,43,0.04080653,0.331970952
2007,44,0.062437455,0.447309431
2007,45,0.034058028,0.598978636
2007,46,0.042085113,0.435455883
2007,47,0.153812496,0.312482399
2007,48,0.174593291,0.240183574
2007,49,0.127377611,0.222052261
2007,50,0.165715631,0.165715631
2007,51,0.133190823,0.286248173
2007,52,0.246099541,0.343679631
2007,53,0.172824602,0.285577171
2007,54,0.064665398,0.238780648
2007,55,0.031855527,0.242050517
2007,56,0.210316016,0.28518917
2007,57,0.061354043,0.281306352
2007,58,0.180814892,0.276496994
2007,59,0.04811803,0.141168466
2007,60,0.039739261,0.164823027
2007,61,0.084194448,0.218653053
2007,62,0.109176743,0.19907611
2007,63,0.12507635,0.12525336
2007,64,0.125372572,0.16855628
2007,65,0.174558818,0.222599778
2007,66,0.164759866,0.267466579
2007,67,0.049603233,0.141548071
2007,68,0.162589582,0.176422906
2007,69,0.138179074,0.210878524
2007,70,0.047951567,0.225190136
2007,71,0.148587519,0.191716532
2007,72,0.083371212,0.248165209
2007,73,0.066870897,0.212582378
2007,74,0.049653104,0.236130462
2007,75,0.140349098,0.140349098
2007,76,0.104958354,0.138097958
2007,77,0.162488083,0.322323014
2007,78,0.119201343,0.183069334
2007,79,0.160942059,0.238194955
2007,80,0.1063177,0.1063177
2007,81,0.048149628,1.742567537
2007,82,0.035320416,1.743151848
2007,83,0.143591907,1.929781727
2007,84,0.156493031,1.344290916
2007,85,0.106567331,0.917959133
2007,86,0.337164731,1.005142834
2007,87,0.309930881,0.61326537
2007,88,0.333395576,0.49509974
2007,89,0.321973164,0.47577625
2007,90,0.279232075,0.490704758
2007,91,0.433654766,0.522788736
2007,92,0.447641358,0.660535114
